,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Problem,Rationale,options,correct,annotated_formula,linear_formula,category,prompt,text,clean,cluster,gpt_generated,gpt_score,s_gptscore,n_gptscore,generated,score,s_score,n_score,generated_clean,loss,labels
34,34,372,1611,a cistern of capacity 8000 litres measures externally 3.3 m by 2.6 m by 1.4 m and its walls are 5 cm thick . the thickness of the bottom is :,"""explanation : let the thickness of the bottom be x cm . then , [ ( 330 - 10 ) × ( 260 - 10 ) × ( 140 - x ) ] = 8000 × 1000 = > 320 × 250 × ( 140 - x ) = 8000 × 1000 = > ( 140 - x ) = 8000 × 1000 / 320 = 100 = > x = 40 cm = 4 dm . answer : b""","a ) 90 cm , b ) 4 dm , c ) 1 m , d ) 1.1 cm , e ) none of these",b,"subtract(multiply(multiply(3.3, 2.6), 1.4), divide(8000, const_1000))","divide(n0,const_1000)|multiply(n1,n2)|multiply(n3,#1)|subtract(#2,#0)|",physics,"Category: physics # explanation : let the thickness of the bottom be x cm . then , [ ( 330 - 10 ) × ( 260 - 10 ) × ( 140 - x ) ] = 8000 × 1000 = > 320 × 250 × ( 140 - x ) = 8000 × 1000 = > ( 140 - x ) = 8000 × 1000 / 320 = 100 = > x = 40 cm = 4 dm . answer : b # ","Category: physics # explanation : let the thickness of the bottom be x cm . then , [ ( 330 - 10 ) × ( 260 - 10 ) × ( 140 - x ) ] = 8000 × 1000 = > 320 × 250 × ( 140 - x ) = 8000 × 1000 = > ( 140 - x ) = 8000 × 1000 / 320 = 100 = > x = 40 cm = 4 dm . answer : b # a cistern of capacity 8000 litres measures externally 3.3 m by 2.6 m by 1.4 m and its walls are 5 cm thick . the thickness of the bottom is :",category physics explanation let thickness bottom x cm 330 10 260 10 140 x 8000 1000 320 250 140 x 8000 1000 140 x 8000 1000 320 100 x 40 cm 4 dm answer b cistern capacity 8000 litres measures externally 33 26 14 walls 5 cm thick thickness bottom,5,"['Category: physics # explanation : let the thickness of the bottom be x cm. then, [ ( 330 - 10 ) × ( 260 - 10 ) × ( 140 - x ) ] = 8000 × 1000 = > 320 × 250 × ( 140 - x ) = 8000 × 1000 = > ( 140 - x ) = 8000 × 1000 / 320 = 100 = > x = 40 cm = 4 dm. answer : b # ƫ ng finished a restaurant on an exam in 10 days at the rate of 10 centimeters per day. if he showed that one day he weighed 230 centimeters per day, or walked 10 minutes per day, what was his average weight?']","(0.63, 4.0)",0.63,4.0,"['Category: physics # explanation : let the thickness of the bottom be x cm. then, [ ( 330 - 10 ) × ( 260 - 10 ) × ( 140 - x ) ] = 8000 × 1000 = > 320 × 250 × ( 140 - x ) = 8000 × 1000 = > ( 140 - x ) = 8000 × 1000 / 320 = 100 = > x = 40 cm = 4 dm. answer : b # ˆ of water are poured into an aquarium of capacity 8000 litres, at a rate of 60 l / min and 50 l / min. pipe c drains at a rate of 25 l / min. pipe a is open for 1 min and closed, then pipe b is open for 2 min and closed. further the pipe c is opened and drained for another 2 min. this process is repeated until the tank is filled. how long will it take to fill the tank?']","(0.68, 6.0)",0.68,6.0,category physic explanation let thickness bottom x cm 330 10 260 10 140 x 8000 1000 320 250 140 x 8000 1000 140 x 8000 1000 320 100 x 40 cm 4 dm answer b ˆ water poured aquarium capacity 8000 litre rate 60 l min 50 l min pipe c drain rate 25 l min pipe open 1 min closed pipe b open 2 min closed pipe c opened drained another 2 min process repeated tank filled long take fill tank,0.2352941176470588,0.4151898734177215
35,35,386,1653,"one copy machine can make 30 copies a minute , and a second copy machine makes 20 copies a minute . if the two copiers work together , how long would it take them to make 2,000 copies ?","""total work done by both machines in a minute = 30 + 20 = 50 copies total number of copies required = 2000 time = 2000 / 50 = 40 mins answer b""","a ) 20 minutes , b ) 40 minutes , c ) 45 minutes , d ) 50 minutes , e ) 55 minutes",b,"divide(power(20, const_3), add(30, 20))","add(n0,n1)|power(n1,const_3)|divide(#1,#0)|",physics,Category: physics # total work done by both machines in a minute = 30 + 20 = 50 copies total number of copies required = 2000 time = 2000 / 50 = 40 mins answer b # ,"Category: physics # total work done by both machines in a minute = 30 + 20 = 50 copies total number of copies required = 2000 time = 2000 / 50 = 40 mins answer b # one copy machine can make 30 copies a minute , and a second copy machine makes 20 copies a minute . if the two copiers work together , how long would it take them to make 2,000 copies ?",category physics total work done machines minute 30 20 50 copies total number copies required 2000 time 2000 50 40 mins answer b one copy machine make 30 copies minute second copy machine makes 20 copies minute two copiers work together long would take make 2000 copies,5,"['Category: physics # total work done by both machines in a minute = 30 + 20 = 50 copies total number of copies required = 2000 time = 2000 / 50 = 40 mins answer b # т completes a work in 10 days. she spends 15 minutes each on the work. if she works at it, she will make 25 copies in how much time?']","(0.57, 3.0)",0.57,3.0,"['Category: physics # total work done by both machines in a minute = 30 + 20 = 50 copies total number of copies required = 2000 time = 2000 / 50 = 40 mins answer b # ˆ of water be filled from a vessel on the first day, 20 minutes and 30 minutes. how many more tea can be taken to fill the same tank if the capacity of the bucket is reduced to 20 - 40 minutes?']","(0.48, 4.0)",0.48,4.0,category physic total work done machine minute 30 20 50 copy total number copy required 2000 time 2000 50 40 min answer b ˆ water filled vessel first day 20 minute 30 minute many tea taken fill tank capacity bucket reduced 20 40 minute,0.0980392156862745,0.27784810126582277
36,36,397,1695,"three pipes a , b and c can fill a tank from empty to full in 30 minutes , 20 minutes and 10 minutes respectively . when the tank is empty , all the three pipes are opened . a , b and c discharge chemical solutions p , q and r respectively . what is the proportion of solution q in the liquid in the tank after 3 minutes ?","""part filled by ( a + b + c ) in 3 minutes = 3 ( 1 / 30 + 1 / 20 + 1 / 10 ) = 11 / 20 part filled by b in 3 minutes = 3 / 20 required ratio = 3 / 20 * 20 / 11 = 3 / 11 answer : c""","a ) 1 / 11 , b ) 2 / 11 , c ) 3 / 11 , d ) 4 / 11 , e ) 5 / 11",c,"multiply(divide(3, 10), divide(const_1, multiply(3, add(divide(const_1, 10), add(divide(const_1, 30), divide(const_1, 30))))))","divide(n3,n2)|divide(const_1,n0)|divide(const_1,n2)|add(#1,#1)|add(#3,#2)|multiply(n3,#4)|divide(const_1,#5)|multiply(#0,#6)|",physics,Category: physics # part filled by ( a + b + c ) in 3 minutes = 3 ( 1 / 30 + 1 / 20 + 1 / 10 ) = 11 / 20 part filled by b in 3 minutes = 3 / 20 required ratio = 3 / 20 * 20 / 11 = 3 / 11 answer : c # ,"Category: physics # part filled by ( a + b + c ) in 3 minutes = 3 ( 1 / 30 + 1 / 20 + 1 / 10 ) = 11 / 20 part filled by b in 3 minutes = 3 / 20 required ratio = 3 / 20 * 20 / 11 = 3 / 11 answer : c # three pipes a , b and c can fill a tank from empty to full in 30 minutes , 20 minutes and 10 minutes respectively . when the tank is empty , all the three pipes are opened . a , b and c discharge chemical solutions p , q and r respectively . what is the proportion of solution q in the liquid in the tank after 3 minutes ?",category physics part filled b c 3 minutes 3 1 30 1 20 1 10 11 20 part filled b 3 minutes 3 20 required ratio 3 20 20 11 3 11 answer c three pipes b c fill tank empty full 30 minutes 20 minutes 10 minutes respectively tank empty three pipes opened b c discharge chemical solutions p q r respectively proportion solution q liquid tank 3 minutes,5,"['Category: physics # part filled by ( a + b + c ) in 3 minutes = 3 ( 1 / 30 + 1 / 20 + 1 / 10 ) = 11 / 20 part filled by b in 3 minutes = 3 / 20 required ratio = 3 / 20 * 20 / 11 = 3 / 11 answer : c # т needs to fill a tank in 30 minutes. she can fill the tank in 3 minutes, but trust me it takes her 3 minutes to fill the tank. what is the ratio of time taken by т to be filled?']","(0.59, 3.0)",0.59,3.0,"['Category: physics # part filled by ( a + b + c ) in 3 minutes = 3 ( 1 / 30 + 1 / 20 + 1 / 10 ) = 11 / 20 part filled by b in 3 minutes = 3 / 20 required ratio = 3 / 20 * 20 / 11 = 3 / 11 answer : c # ˆathleen can paint a room in 30 minutes and b can empty it in 20 minutes. in how many minutes, it can fill 3 / 20 of the cistern?']","(0.67, 2.0)",0.67,2.0,category physic part filled b c 3 minute 3 1 30 1 20 1 10 11 20 part filled b 3 minute 3 20 required ratio 3 20 20 11 3 11 answer c ˆathleen paint room 30 minute b empty 20 minute many minute fill 3 20 cistern,0.2254901960784313,0.16012658227848103
37,37,398,1698,"one copy machine can make 30 copies a minute , and a second copy machine makes 15 copies a minute . if the two copiers work together , how long would it take them to make 900 copies ?","""total work done by both machines in a minute = 30 + 15 = 45 copies total number of copies required = 900 time = 900 / 45 = 20 mins answer b""","a ) 15 minutes , b ) 20 minutes , c ) 25 minutes , d ) 30 minutes , e ) 35 minutes",b,"divide(power(15, const_3), add(30, 15))","add(n0,n1)|power(n1,const_3)|divide(#1,#0)|",physics,Category: physics # total work done by both machines in a minute = 30 + 15 = 45 copies total number of copies required = 900 time = 900 / 45 = 20 mins answer b # ,"Category: physics # total work done by both machines in a minute = 30 + 15 = 45 copies total number of copies required = 900 time = 900 / 45 = 20 mins answer b # one copy machine can make 30 copies a minute , and a second copy machine makes 15 copies a minute . if the two copiers work together , how long would it take them to make 900 copies ?",category physics total work done machines minute 30 15 45 copies total number copies required 900 time 900 45 20 mins answer b one copy machine make 30 copies minute second copy machine makes 15 copies minute two copiers work together long would take make 900 copies,5,"['Category: physics # total work done by both machines in a minute = 30 + 15 = 45 copies total number of copies required = 900 time = 900 / 45 = 20 mins answer b # ʵ s uploading rate is 30 percent less than the corresponding rate. if there are fifteen minutes a minute hand, then how many minutes does it take to upload 900 copies?']","(0.52, 2.0)",0.52,2.0,"['Category: physics # total work done by both machines in a minute = 30 + 15 = 45 copies total number of copies required = 900 time = 900 / 45 = 20 mins answer b # ˆ of water fill a tank of capacity 900 litres, at a rate of 60 l / min and 50 l / min. pipe c drains at a rate of 25 l / min. pipe a is open for 1 min and closed, then pipe b is open for 2 min and closed. further the pipe c is opened and drained for another 2 min. this process is repeated until the tank is filled. how long will it take to fill the tank?']","(0.48, 7.0)",0.48,7.0,category physic total work done machine minute 30 15 45 copy total number copy required 900 time 900 45 20 min answer b ˆ water fill tank capacity 900 litre rate 60 l min 50 l min pipe c drain rate 25 l min pipe open 1 min closed pipe b open 2 min closed pipe c opened drained another 2 min process repeated tank filled long take fill tank,0.0980392156862745,0.46835443037974683
38,38,419,1789,"one pump drains one - half of a pond in 7 hours , and then a second pump starts draining the pond . the two pumps working together finish emptying the pond in one - half hour . how long would it take the second pump to drain the pond if it had to do the job alone ?","""first pump drains 1 / 2 of the tank in 7 hours so 14 hours it will take to drain the full tank . let , 2 nd pump drains the full tank in a hours so both together can drain ( 1 / 14 + 1 / a ) part in 1 hour son in 1 / 2 hour they drain 1 / 2 * ( 1 / 14 + 1 / a ) part of the tank given that in 1 / 2 hour they drain 1 / 2 of the tank hence we can say 1 / 2 * ( 1 / 14 + 1 / a ) = 1 / 2 solving u get a = 14 / 13 = 1.1 hence answer is b""","a ) 1 hour , b ) 1.1 hour , c ) 3 hours , d ) 5 hours , e ) 6 hours",b,"divide(const_1, subtract(const_1, divide(const_1, multiply(7, const_2))))","multiply(n0,const_2)|divide(const_1,#0)|subtract(const_1,#1)|divide(const_1,#2)|",physics,"Category: physics # first pump drains 1 / 2 of the tank in 7 hours so 14 hours it will take to drain the full tank . let , 2 nd pump drains the full tank in a hours so both together can drain ( 1 / 14 + 1 / a ) part in 1 hour son in 1 / 2 hour they drain 1 / 2 * ( 1 / 14 + 1 / a ) part of the tank given that in 1 / 2 hour they drain 1 / 2 of the tank hence we can say 1 / 2 * ( 1 / 14 + 1 / a ) = 1 / 2 solving u get a = 14 / 13 = 1.1 hence answer is b # ","Category: physics # first pump drains 1 / 2 of the tank in 7 hours so 14 hours it will take to drain the full tank . let , 2 nd pump drains the full tank in a hours so both together can drain ( 1 / 14 + 1 / a ) part in 1 hour son in 1 / 2 hour they drain 1 / 2 * ( 1 / 14 + 1 / a ) part of the tank given that in 1 / 2 hour they drain 1 / 2 of the tank hence we can say 1 / 2 * ( 1 / 14 + 1 / a ) = 1 / 2 solving u get a = 14 / 13 = 1.1 hence answer is b # one pump drains one - half of a pond in 7 hours , and then a second pump starts draining the pond . the two pumps working together finish emptying the pond in one - half hour . how long would it take the second pump to drain the pond if it had to do the job alone ?",category physics first pump drains 1 2 tank 7 hours 14 hours take drain full tank let 2 nd pump drains full tank hours together drain 1 14 1 part 1 hour son 1 2 hour drain 1 2 1 14 1 part tank given 1 2 hour drain 1 2 tank hence say 1 2 1 14 1 1 2 solving u get 14 13 11 hence answer b one pump drains one half pond 7 hours second pump starts draining pond two pumps working together finish emptying pond one half hour long would take second pump drain pond job alone,5,"['Category: physics # first pump drains 1 / 2 of the tank in 7 hours so 14 hours it will take to drain the full tank. let, 2 nd pump drains the full tank in a hours so both together can drain ( 1 / 14 + 1 / a ) part in 1 hour son in 1 / 2 hour they drain 1 / 2 * ( 1 / 14 + 1 / a ) part of the tank given that in 1 / 2 hour they drain 1 / 2 of the tank hence we can say 1 / 2 * ( 1 / 14 + 1 / a ) = 1 / 2 solving u get a = 14 / 13 = 1.1 hence answer is b # т can drain the full tank in 14 hours and 1 / 2 of the tank in 8 hours. at what time could they drain all the full tank?']","(0.8, 4.0)",0.8,4.0,"['Category: physics # first pump drains 1 / 2 of the tank in 7 hours so 14 hours it will take to drain the full tank. let, 2 nd pump drains the full tank in a hours so both together can drain ( 1 / 14 + 1 / a ) part in 1 hour son in 1 / 2 hour they drain 1 / 2 * ( 1 / 14 + 1 / a ) part of the tank given that in 1 / 2 hour they drain 1 / 2 of the tank hence we can say 1 / 2 * ( 1 / 14 + 1 / a ) = 1 / 2 solving u get a = 14 / 13 = 1.1 hence answer is b # ˆ 2 = 4 / 3 hours answer is a # one pump drains one - half of a pond in 6 hours, and then a second pump starts draining the pond. the two pumps working together finish emptying the pond in one - half hour. how long would it take the second pump to drain the pond if it had to do the job alone?']","(0.95, 4.0)",0.95,4.0,category physic first pump drain 1 2 tank 7 hour 14 hour take drain full tank let 2 nd pump drain full tank hour together drain 1 14 1 part 1 hour son 1 2 hour drain 1 2 1 14 1 part tank given 1 2 hour drain 1 2 tank hence say 1 2 1 14 1 1 2 solving u get 14 13 11 hence answer b ˆ 2 4 3 hour answer one pump drain one half pond 6 hour second pump start draining pond two pump working together finish emptying pond one half hour long would take second pump drain pond job alone,0.3039215686274509,0.30886075949367087
39,39,440,1885,"three pipes of same capacity can fill a tank in 8 hours . if there are only two pipes of same capacity , the tank can be filled in .",the part of the tank filled by three pipes in one hour = 1 / 8 = > the part of the tank filled by two pipes in 1 hour = 2 / 3 * 1 / 8 = 1 / 12 . the tank can be filled in 12 hours . answer : b,"a ) 11 hours , b ) 12 hours , c ) 15 hours , d ) 16 hours , e ) 17 hours",b,"inverse(multiply(divide(const_2, const_3), divide(const_1, 8)))","divide(const_2,const_3)|divide(const_1,n0)|multiply(#0,#1)|inverse(#2)",physics,Category: physics # the part of the tank filled by three pipes in one hour = 1 / 8 = > the part of the tank filled by two pipes in 1 hour = 2 / 3 * 1 / 8 = 1 / 12 . the tank can be filled in 12 hours . answer : b # ,"Category: physics # the part of the tank filled by three pipes in one hour = 1 / 8 = > the part of the tank filled by two pipes in 1 hour = 2 / 3 * 1 / 8 = 1 / 12 . the tank can be filled in 12 hours . answer : b # three pipes of same capacity can fill a tank in 8 hours . if there are only two pipes of same capacity , the tank can be filled in .",category physics part tank filled three pipes one hour 1 8 part tank filled two pipes 1 hour 2 3 1 8 1 12 tank filled 12 hours answer b three pipes capacity fill tank 8 hours two pipes capacity tank filled,5,"['Category: physics # the part of the tank filled by three pipes in one hour = 1 / 8 = > the part of the tank filled by two pipes in 1 hour = 2 / 3 * 1 / 8 = 1 / 12. the tank can be filled in 12 hours. answer : b # т works at a constant rate of 8 hours a week. she works 5 hours a week, and works 10 hours a week. she works 6 hours a week and works 10 hours a week. she works 15 hours a week, and works 6 hours a week. she works 12 hours a week. she spends 1 hour a week, and works 5 hours a week, and works 7 hours a week. she spends 12 hours a week on her job. how many hours a week does she spend on her job?']","(0.65, 12.0)",0.65,12.0,"['Category: physics # the part of the tank filled by three pipes in one hour = 1 / 8 = > the part of the tank filled by two pipes in 1 hour = 2 / 3 * 1 / 8 = 1 / 12. the tank can be filled in 12 hours. answer : b # ˆ water is poured into a tank so that the tank is being filled at the rate of 8 litres a minute. if the tank is full, how much time will the leak take to empty it?']","(0.64, 2.0)",0.64,2.0,category physic part tank filled three pipe one hour 1 8 part tank filled two pipe 1 hour 2 3 1 8 1 12 tank filled 12 hour answer b ˆ water poured tank tank filled rate 8 litre minute tank full much time leak take empty,0.1078431372549019,0.019620253164556962
40,40,473,2006,"3 different containers contain 50 litres , 100 litres and 150 litres of mixture of milk and water respectively . what is the biggest measure can measure all the different quantities exactly ?","m 1 = 50 litres m 2 = 100 litres m 3 = 150 litres required measurement = h . c . f . of m 1 , m 2 , m 3 = 50 litres answer is d","a ) 120 litres , b ) 57 litres , c ) 60 litres , d ) 50 litres , e ) 100 litres",d,"gcd(gcd(50, 100), 150)","gcd(n1,n2)|gcd(n3,#0)",physics,"Category: physics # m 1 = 50 litres m 2 = 100 litres m 3 = 150 litres required measurement = h . c . f . of m 1 , m 2 , m 3 = 50 litres answer is d # ","Category: physics # m 1 = 50 litres m 2 = 100 litres m 3 = 150 litres required measurement = h . c . f . of m 1 , m 2 , m 3 = 50 litres answer is d # 3 different containers contain 50 litres , 100 litres and 150 litres of mixture of milk and water respectively . what is the biggest measure can measure all the different quantities exactly ?",category physics 1 50 litres 2 100 litres 3 150 litres required measurement h c f 1 2 3 50 litres answer 3 different containers contain 50 litres 100 litres 150 litres mixture milk water respectively biggest measure measure different quantities exactly,5,"['Category: physics # m 1 = 50 litres m 2 = 100 litres m 3 = 150 litres required measurement = h. c. f. of m 1, m 2, m 3 = 50 litres answer is d # ʵ s tank contains milk and water in the ratio of 2 : 3. if there are 50 liters of milk in it, then what will be the minimum possible values of f?']","(0.59, 7.0)",0.59,7.0,"['Category: physics # m 1 = 50 litres m 2 = 100 litres m 3 = 150 litres required measurement = h. c. f. of m 1, m 2, m 3 = 50 litres answer is d # ˆ — 2 = 25 cm filled by water in 2 hours. due to leakage in the bottom it takes half an hour longer to fill the tank. if the cistern is full, how much time will the leak take to empty it?']","(0.47, 8.0)",0.47,8.0,category physic 1 50 litre 2 100 litre 3 150 litre required measurement h c f 1 2 3 50 litre answer ˆ 2 25 cm filled water 2 hour due leakage bottom take half hour longer fill tank cistern full much time leak take empty,0.1372549019607843,0.27341772151898736
41,41,483,2037,"oil is poured into a tank so that the tank is being filled at the rate of 4 cubic feet per hour . if the empty rectangular tank is 9 feet long , 8 feet wide , and 5 feet deep , approximately how many hours does it take to fill the tank ?",the volume the tank is : length * width * depth = 9 * 8 * 5 = 360 cubic feet . 360 cubic feet / 4 cubic feet per hour = 90 hours . it will take 90 hours to fill the tank . the answer is d .,"['a ) 60', 'b ) 70', 'c ) 80', 'd ) 90', 'e ) 100']",d,"divide(volume_rectangular_prism(9, 8, 5), 4)","volume_rectangular_prism(n1,n2,n3)|divide(#0,n0)",physics,Category: physics # the volume the tank is : length * width * depth = 9 * 8 * 5 = 360 cubic feet . 360 cubic feet / 4 cubic feet per hour = 90 hours . it will take 90 hours to fill the tank . the answer is d . # ,"Category: physics # the volume the tank is : length * width * depth = 9 * 8 * 5 = 360 cubic feet . 360 cubic feet / 4 cubic feet per hour = 90 hours . it will take 90 hours to fill the tank . the answer is d . # oil is poured into a tank so that the tank is being filled at the rate of 4 cubic feet per hour . if the empty rectangular tank is 9 feet long , 8 feet wide , and 5 feet deep , approximately how many hours does it take to fill the tank ?",category physics volume tank length width depth 9 8 5 360 cubic feet 360 cubic feet 4 cubic feet per hour 90 hours take 90 hours fill tank answer oil poured tank tank filled rate 4 cubic feet per hour empty rectangular tank 9 feet long 8 feet wide 5 feet deep approximately many hours take fill tank,5,['Category: physics # the volume the tank is : length * width * depth = 9 * 8 * 5 = 360 cubic feet. 360 cubic feet / 4 cubic feet per hour = 90 hours. it will take 90 hours to fill the tank. the answer is d. # т pipes a and т pipes b can empty a tank in 8 hours and 5 hours respectively. they are then used to fill the tank in 8 hours. how many minutes will it take to fill the tank?'],"(0.57, 3.0)",0.57,3.0,"['Category: physics # the volume the tank is : length * width * depth = 9 * 8 * 5 = 360 cubic feet. 360 cubic feet / 4 cubic feet per hour = 90 hours. it will take 90 hours to fill the tank. the answer is d. #  is poured into a tank so that the tank is being filled at the rate of 5 cubic feet per hour. if the empty rectangular tank is 6 feet long, 4 feet wide, and 5 feet deep, approximately how many hours does it take to fill the tank?']","(0.98, 3.0)",0.98,3.0,category physic volume tank length width depth 9 8 5 360 cubic foot 360 cubic foot 4 cubic foot per hour 90 hour take 90 hour fill tank answer poured tank tank filled rate 5 cubic foot per hour empty rectangular tank 6 foot long 4 foot wide 5 foot deep approximately many hour take fill tank,0.1176470588235294,0.239873417721519
42,42,493,2085,"tanks p and b are each in the shape of a right circular cylinder . the interior of tank p has a height of 10 meters and a circumference of 8 meters , and the interior of tank b has a height of 8 meters and a circumference of 10 meters . the capacity of tank p is what percent of the capacity of tank b ?","b . for p , r = 8 / 2 pi . its capacity = ( 4 pi ) ^ 2 * 10 = 160 pi for b , r = 10 / pi . its capacity = ( 5 pi ) ^ 2 * 8 = 200 pi p / b = 160 pi / 200 pi = 0.8","['a ) 75 %', 'b ) 80 %', 'c ) 100 %', 'd ) 120 %', 'e ) 125 %']",b,"multiply(divide(volume_cylinder(divide(divide(8, const_2), const_pi), 10), volume_cylinder(divide(divide(10, const_2), const_pi), 8)), const_100)","divide(n1,const_2)|divide(n0,const_2)|divide(#0,const_pi)|divide(#1,const_pi)|volume_cylinder(#2,n0)|volume_cylinder(#3,n1)|divide(#4,#5)|multiply(#6,const_100)",physics,"Category: physics # b . for p , r = 8 / 2 pi . its capacity = ( 4 pi ) ^ 2 * 10 = 160 pi for b , r = 10 / pi . its capacity = ( 5 pi ) ^ 2 * 8 = 200 pi p / b = 160 pi / 200 pi = 0.8 # ","Category: physics # b . for p , r = 8 / 2 pi . its capacity = ( 4 pi ) ^ 2 * 10 = 160 pi for b , r = 10 / pi . its capacity = ( 5 pi ) ^ 2 * 8 = 200 pi p / b = 160 pi / 200 pi = 0.8 # tanks p and b are each in the shape of a right circular cylinder . the interior of tank p has a height of 10 meters and a circumference of 8 meters , and the interior of tank b has a height of 8 meters and a circumference of 10 meters . the capacity of tank p is what percent of the capacity of tank b ?",category physics b p r 8 2 pi capacity 4 pi 2 10 160 pi b r 10 pi capacity 5 pi 2 8 200 pi p b 160 pi 200 pi 08 tanks p b shape right circular cylinder interior tank p height 10 meters circumference 8 meters interior tank b height 8 meters circumference 10 meters capacity tank p percent capacity tank b,5,"['Category: physics # b. for p, r = 8 / 2 pi. its capacity = ( 4 pi ) ^ 2 * 10 = 160 pi for b, r = 10 / pi. its capacity = ( 5 pi ) ^ 2 * 8 = 200 pi p / b = 160 pi / 200 pi = 0.8 # ƫ kilogram of a circle has radius 5 cm and height 4 cm. find the circumference of a circle.']","(0.67, 4.0)",0.67,4.0,"['Category: physics # b. for p, r = 8 / 2 pi. its capacity = ( 4 pi ) ^ 2 * 10 = 160 pi for b, r = 10 / pi. its capacity = ( 5 pi ) ^ 2 * 8 = 200 pi p / b = 160 pi / 200 pi = 0.8 # ˆ 2 pipes, working simultaneously at their respective constant rates, pumped out of the water in a flooded basement in 2 hours. how many hours would it have taken pump y, operating alone at its own constant rate, to pump out all of the water that was pumped out of the basement?']","(0.42, 4.0)",0.42,4.0,category physic b p r 8 2 pi capacity 4 pi 2 10 160 pi b r 10 pi capacity 5 pi 2 8 200 pi p b 160 pi 200 pi 08 ˆ 2 pipe working simultaneously respective constant rate pumped water flooded basement 2 hour many hour would taken pump operating alone constant rate pump water pumped basement,0.1764705882352941,0.2569620253164557
43,43,498,2107,"two pipes a and b can fill a tank in 36 hours and 45 hours respectively . if both the pipes are opened simultaneously , how much time will be taken to fill the tank ?","""1 / ( 1 / 36 + 1 / 45 ) = 180 / 9 = 20 hrs answer : a""","a ) 20 hrs , b ) 22 hrs , c ) 23 hrs , d ) 24 hrs , e ) 21 hrs",a,"divide(const_1, add(divide(const_1, 36), divide(const_1, 45)))","divide(const_1,n0)|divide(const_1,n1)|add(#0,#1)|divide(const_1,#2)|",physics,Category: physics # 1 / ( 1 / 36 + 1 / 45 ) = 180 / 9 = 20 hrs answer : a # ,"Category: physics # 1 / ( 1 / 36 + 1 / 45 ) = 180 / 9 = 20 hrs answer : a # two pipes a and b can fill a tank in 36 hours and 45 hours respectively . if both the pipes are opened simultaneously , how much time will be taken to fill the tank ?",category physics 1 1 36 1 45 180 9 20 hrs answer two pipes b fill tank 36 hours 45 hours respectively pipes opened simultaneously much time taken fill tank,5,"['Category: physics # 1 / ( 1 / 36 + 1 / 45 ) = 180 / 9 = 20 hrs answer : a # т can finish a work in 36 days, 45 days, 45 days, 45 days, 45 days. for how many hours would he finish the work?']","(0.52, 3.0)",0.52,3.0,"['Category: physics # 1 / ( 1 / 36 + 1 / 45 ) = 180 / 9 = 20 hrs answer : a # ˆathleen can paint a room in 36 hours, and anthony can paint an identical room in 45 hours in 45 hours. how many hours would it take kathleen and anthony to paint both rooms if they work together at their respective rates?']","(0.35, 1.0)",0.35,1.0,category physic 1 1 36 1 45 180 9 20 hr answer ˆathleen paint room 36 hour anthony paint identical room 45 hour 45 hour many hour would take kathleen anthony paint room work together respective rate,0.0980392156862745,0.07468354430379746
44,44,500,2118,"3 pumps , working 8 hours a day , can empty a tank in 2 days . how many hours a day must 12 pumps work to empty the tank in 1 day ?","""3 pumps take 16 hrs total ( 8 hrs a day ) if 1 pump will be working then , it will need 16 * 3 = 48 hrs 1 pump need 48 hrs if i contribute 12 pumps then 48 / 12 = 4 hrs . answer : a""","a ) 4 , b ) 10 , c ) 11 , d ) 12 , e ) 13",a,"divide(multiply(multiply(3, 8), 2), 12)","multiply(n0,n1)|multiply(n2,#0)|divide(#1,n3)|",physics,"Category: physics # 3 pumps take 16 hrs total ( 8 hrs a day ) if 1 pump will be working then , it will need 16 * 3 = 48 hrs 1 pump need 48 hrs if i contribute 12 pumps then 48 / 12 = 4 hrs . answer : a # ","Category: physics # 3 pumps take 16 hrs total ( 8 hrs a day ) if 1 pump will be working then , it will need 16 * 3 = 48 hrs 1 pump need 48 hrs if i contribute 12 pumps then 48 / 12 = 4 hrs . answer : a # 3 pumps , working 8 hours a day , can empty a tank in 2 days . how many hours a day must 12 pumps work to empty the tank in 1 day ?",category physics 3 pumps take 16 hrs total 8 hrs day 1 pump working need 16 3 48 hrs 1 pump need 48 hrs contribute 12 pumps 48 12 4 hrs answer 3 pumps working 8 hours day empty tank 2 days many hours day must 12 pumps work empty tank 1 day,5,"['Category: physics # 3 pumps take 16 hrs total ( 8 hrs a day ) if 1 pump will be working then, it will need 16 * 3 = 48 hrs 1 pump need 48 hrs if i contribute 12 pumps then 48 / 12 = 4 hrs. answer : a # т can empty a tank in 8 hours a day. it takes 12 hours a day to fill the tank. if a leak can empty the tank in 8 hours a day, how many hours a day will it take the leak to empty the tank?']","(0.61, 5.0)",0.61,5.0,"['Category: physics # 3 pumps take 16 hrs total ( 8 hrs a day ) if 1 pump will be working then, it will need 16 * 3 = 48 hrs 1 pump need 48 hrs if i contribute 12 pumps then 48 / 12 = 4 hrs. answer : a #  pumps, working 8 hours a day, can empty a tank in 2 days. how many hours a day must 6 pumps work to empty the tank in 1 day?']","(0.96, 5.0)",0.96,5.0,category physic 3 pump take 16 hr total 8 hr day 1 pump working need 16 3 48 hr 1 pump need 48 hr contribute 12 pump 48 12 4 hr answer pump working 8 hour day empty tank 2 day many hour day must 6 pump work empty tank 1 day,0.1764705882352941,0.3208860759493671
